query_id,time(ms)
1,632.0
2,178.0
3,817.0
4,766.0
5,810.0
6,321.0
7,894.0
8,728.0
9,3475.0
10,1208.0
11,126.0
12,563.0
13,1458.0
14,744.0
15,614.0
16,314.0
17,679.0
18,1325.0
19,966.0
20,574.0
21,1971.0
22,350.0
